item_type,base_material,lining,condition,nb,length_mm,price_usd
pipe,SS304,PTFE,full_vacuum,200,2100,51734.375
pipe,SS304,PTFE,full_vacuum,200,2200,53778.125
pipe,SS304,PTFE,full_vacuum,200,2300,55821.875
pipe,SS304,PTFE,full_vacuum,200,2400,57865.625
pipe,SS304,PTFE,full_vacuum,200,2500,59909.375
pipe,SS304,PTFE,full_vacuum,200,2600,61953.125
pipe,SS304,PTFE,full_vacuum,200,2700,63996.875
pipe,SS304,PTFE,full_vacuum,200,2800,66040.625
pipe,SS304,PTFE,full_vacuum,200,2900,68084.375
pipe,SS304,PTFE,full_vacuum,200,3000,70128.125
pipe,SS304,PTFE,full_vacuum,250,100,14565.625
pipe,SS304,PTFE,full_vacuum,250,150,15868.75
pipe,SS304,PTFE,full_vacuum,250,200,17175
pipe,SS304,PTFE,full_vacuum,250,250,18478.125
pipe,SS304,PTFE,full_vacuum,250,300,19784.375
pipe,SS304,PTFE,full_vacuum,250,350,21087.5
pipe,SS304,PTFE,full_vacuum,250,400,22393.75
pipe,SS304,PTFE,full_vacuum,250,450,23696.875
pipe,SS304,PTFE,full_vacuum,250,500,25003.125
pipe,SS304,PTFE,full_vacuum,250,600,27612.5
pipe,SS304,PTFE,full_vacuum,250,700,30221.875
pipe,SS304,PTFE,full_vacuum,250,800,32831.25
pipe,SS304,PTFE,full_vacuum,250,900,35440.625
pipe,SS304,PTFE,full_vacuum,250,1000,38050
pipe,SS304,PTFE,full_vacuum,250,1100,40659.375
pipe,SS304,PTFE,full_vacuum,250,1200,43268.75
pipe,SS304,PTFE,full_vacuum,250,1300,45878.125
pipe,SS304,PTFE,full_vacuum,250,1400,48487.5
pipe,SS304,PTFE,full_vacuum,250,1500,51096.875
pipe,SS304,PTFE,full_vacuum,250,1600,53706.25
pipe,SS304,PTFE,full_vacuum,250,1700,56315.625
pipe,SS304,PTFE,full_vacuum,250,1800,58925
pipe,SS304,PTFE,full_vacuum,250,1900,61534.375
pipe,SS304,PTFE,full_vacuum,250,2000,64143.75
pipe,SS304,PTFE,full_vacuum,250,2100,66753.125
pipe,SS304,PTFE,full_vacuum,250,2200,69362.5
pipe,SS304,PTFE,full_vacuum,250,2300,71971.875
pipe,SS304,PTFE,full_vacuum,250,2400,74581.25
pipe,SS304,PTFE,full_vacuum,250,2500,77190.625
pipe,SS304,PTFE,full_vacuum,250,2600,79800
pipe,SS304,PTFE,full_vacuum,250,2700,82409.375
pipe,SS304,PTFE,full_vacuum,250,2800,85018.75
pipe,SS304,PTFE,full_vacuum,250,2900,87628.125
pipe,SS304,PTFE,full_vacuum,250,3000,90237.5
pipe,SS304,PTFE,full_vacuum,300,100,20781.25
pipe,SS304,PTFE,full_vacuum,300,150,22628.125
pipe,SS304,PTFE,full_vacuum,300,200,24475
pipe,SS304,PTFE,full_vacuum,300,250,26325
pipe,SS304,PTFE,full_vacuum,300,300,28171.875
pipe,SS304,PTFE,full_vacuum,300,350,30018.75
pipe,SS304,PTFE,full_vacuum,300,400,31865.625
pipe,SS304,PTFE,full_vacuum,300,450,33715.625
pipe,SS304,PTFE,full_vacuum,300,500,35562.5
pipe,SS304,PTFE,full_vacuum,300,600,39256.25
pipe,SS304,PTFE,full_vacuum,300,700,42950
pipe,SS304,PTFE,full_vacuum,300,800,46646.875
pipe,SS304,PTFE,full_vacuum,300,900,50340.625
pipe,SS304,PTFE,full_vacuum,300,1000,54037.5
pipe,SS304,PTFE,full_vacuum,300,1100,57731.25
pipe,SS304,PTFE,full_vacuum,300,1200,61428.125
pipe,SS304,PTFE,full_vacuum,300,1300,65121.875
pipe,SS304,PTFE,full_vacuum,300,1400,68815.625
pipe,SS304,PTFE,full_vacuum,300,1500,72512.5
pipe,SS304,PTFE,full_vacuum,300,1600,76206.25
pipe,SS304,PTFE,full_vacuum,300,1700,79903.125
pipe,SS304,PTFE,full_vacuum,300,1800,83596.875
pipe,SS304,PTFE,full_vacuum,300,1900,87293.75
pipe,SS304,PTFE,full_vacuum,300,2000,90987.5
pipe,SS304,PTFE,full_vacuum,300,2100,94684.375
pipe,SS304,PTFE,full_vacuum,300,2200,98378.125
pipe,SS304,PTFE,full_vacuum,300,2300,102071.875
pipe,SS304,PTFE,full_vacuum,300,2400,105768.75
pipe,SS304,PTFE,full_vacuum,300,2500,109462.5
pipe,SS304,PTFE,full_vacuum,300,2600,113159.375
pipe,SS304,PTFE,full_vacuum,300,2700,116853.125
pipe,SS304,PTFE,full_vacuum,300,2800,120550
pipe,SS304,PTFE,full_vacuum,300,2900,124243.75
pipe,SS304,PTFE,full_vacuum,300,3000,127940.625
